0,60|0,40|$37.800,00
0,80|0,40|$41.895,00
1,00|0,40|$49.140,00
1,20|0,40|$54.600,00
1,00|0,60|$59.430,00
1,00|0,90|$66.045,00
1,00|1,00|$71.400,00
1,20|1,00|$78.750,00
1,50|1,00|$88.095,00
1,20|1,10|$82.635,00
1,50|1,10|$93.975,00
1,50|1,50|$121.275,00
1,20|2,00|$172.725,00
1,50|2,00|$208.845,00
1,80|2,00|$219.607,50
2,00|2,00|$240.975,00
